"itemid","label","category","dbsource","valueuom"
8548,"CVP Alarm [High]",NULL,"carevue","mmHg"
8549,"HR Alarm [High]",NULL,"carevue","BPM"
8550,"ICP Alarm [High]",NULL,"carevue","mmHg"
8551,"NBP Alarm [High]",NULL,"carevue","mmHg"
8552,"PAP Alarm [High]",NULL,"carevue","mmHg"
8553,"Resp Alarm [High]",NULL,"carevue","BPM"
8554,"SpO2 Alarm [High]",NULL,"carevue","%"
8555,"Arterial BP #2 [Diastolic]",NULL,"carevue","mmHg"
8556,"INV#1 Cap Change [DD]",NULL,"carevue",NULL
8557,"INV#1 Tubing Change [DD]",NULL,"carevue",NULL
8558,"INV#2 Cap Change [DD]",NULL,"carevue",NULL
8559,"INV#2 Tubing Change [DD]",NULL,"carevue",NULL
8560,"INV#3 Cap Change [DD]",NULL,"carevue",NULL
8561,"INV#3 Tubing Change [DD]",NULL,"carevue",NULL
8562,"INV#4 Cap Change [DD]",NULL,"carevue",NULL
8563,"INV#4 Tubing Change [DD]",NULL,"carevue",NULL
8564,"INV#5 Cap Change [DD]",NULL,"carevue",NULL
8565,"INV#5 Tubing Change [DD]",NULL,"carevue",NULL
8566,"INV#6 Cap Change [DD]",NULL,"carevue",NULL
8567,"INV#6 Tubing Change [DD]",NULL,"carevue",NULL
8568,"INV#7 Cap Change [DD]",NULL,"carevue",NULL
8569,"INV#7 Tubing Change [DD]",NULL,"carevue",NULL
8570,"INV#8 Cap Change [DD]",NULL,"carevue",NULL
8571,"INV#8 Tubing Change [DD]",NULL,"carevue",NULL
8572,"In-Line Sx Change [DD]",NULL,"carevue",NULL
30001,"Packed RBC's",NULL,"carevue",NULL
30002,"Whole Blood",NULL,"carevue",NULL
30003,"Aminophylline",NULL,"carevue",NULL
30004,"Washed PRBC's",NULL,"carevue",NULL
30005,"Fresh Frozen Plasma",NULL,"carevue",NULL
30006,"Platelets",NULL,"carevue",NULL
30007,"Cryoprecipitate",NULL,"carevue",NULL
30008,"Albumin 5%",NULL,"carevue",NULL
30009,"Albumin 25%",NULL,"carevue",NULL
30011,"Dextran 40",NULL,"carevue",NULL
30012,"Hespan",NULL,"carevue",NULL
30013,"D5W",NULL,"carevue",NULL
30014,"D5/.2NS",NULL,"carevue",NULL
30015,"D5/.45NS",NULL,"carevue",NULL
30016,"Dextrose 10%",NULL,"carevue",NULL
30017,"Dextrose 20%",NULL,"carevue",NULL
30018,".9% Normal Saline",NULL,"carevue",NULL
30020,".45% Normal Saline",NULL,"carevue",NULL
30021,"Lactated Ringers",NULL,"carevue",NULL
30022,"Calcium Chloride",NULL,"carevue",NULL
30023,"Calcium Gluconate",NULL,"carevue",NULL
30024,"Ferrous Sulfate",NULL,"carevue",NULL
30025,"Heparin",NULL,"carevue",NULL
30026,"KCL",NULL,"carevue",NULL
30027,"Magnesium Sulfate",NULL,"carevue",NULL
30028,"MVI",NULL,"carevue",NULL
30029,"Potassium Phosphate",NULL,"carevue",NULL
30030,"Sodium Bicarbonate",NULL,"carevue",NULL
30031,"Thiamine",NULL,"carevue",NULL
30032,"TPN",NULL,"carevue",NULL
30033,"Lipids",NULL,"carevue",NULL
30034,"Water",NULL,"carevue",NULL
30036,"Ensure",NULL,"carevue",NULL
30040,"Amrinone",NULL,"carevue",NULL
30042,"Dobutamine",NULL,"carevue",NULL
30043,"Dopamine",NULL,"carevue",NULL
30044,"Epinephrine",NULL,"carevue",NULL
30045,"Insulin",NULL,"carevue",NULL
30046,"Isuprel",NULL,"carevue",NULL
30047,"Levophed",NULL,"carevue",NULL
30048,"Lidocaine",NULL,"carevue",NULL
30049,"Nitroglycerine",NULL,"carevue",NULL
30050,"Nitroprusside",NULL,"carevue",NULL
30051,"Vasopressin",NULL,"carevue",NULL
30052,"Procainamide",NULL,"carevue",NULL
30053,"Cell Saver",NULL,"carevue",NULL
30054,"Pre-Admission Intake",NULL,"carevue",NULL
30055,"Cath Lab Intake",NULL,"carevue",NULL
30056,"Po Intake",NULL,"carevue",NULL
30057,"Supplement",NULL,"carevue",NULL
30058,"Free Water Bolus",NULL,"carevue",NULL
30059,"GT Flush",NULL,"carevue",NULL
30060,"D5NS",NULL,"carevue",NULL
30061,"D5RL",NULL,"carevue",NULL
30062,"CO Fluid",NULL,"carevue",NULL
30063,"IV Piggyback",NULL,"carevue",NULL
30065,"Sterile Water",NULL,"carevue",NULL
30066,"Carrier",NULL,"carevue",NULL
30067,"HCL",NULL,"carevue",NULL
30068,"Folate",NULL,"carevue",NULL
30069,"Solumedrol",NULL,"carevue",NULL
30070,"Amphotericin B",NULL,"carevue",NULL
30071,"Vivonex",NULL,"carevue",NULL
30072,"Peptamen",NULL,"carevue",NULL
30073,"Impact w/fiber",NULL,"carevue",NULL
30074,"Optimental",NULL,"carevue",NULL
30075,"Deliver 2.0",NULL,"carevue",NULL
30077,"Nepro",NULL,"carevue",NULL
30078,"Respalor",NULL,"carevue",NULL
30080,"Nutrihep",NULL,"carevue",NULL
30081,"Boost",NULL,"carevue",NULL
30082,"Boost Plus",NULL,"carevue",NULL
30083,"Boost High Protein",NULL,"carevue",NULL
30084,"Isocal",NULL,"carevue",NULL
30085,"Isocal HN",NULL,"carevue",NULL
30086,"Ultracal",NULL,"carevue",NULL
30087,"Replete",NULL,"carevue",NULL
30088,"Replete w/fiber",NULL,"carevue",NULL
30089,"Promod",NULL,"carevue",NULL
30090,"Tube Feeding",NULL,"carevue",NULL
30092,"Autotransfusion",NULL,"carevue",NULL
30093,"Factor VIII",NULL,"carevue",NULL
30094,"Other Blood Products",NULL,"carevue",NULL
30095,"TF Residual",NULL,"carevue",NULL
30096,"TPN w/Lipids",NULL,"carevue",NULL
30097,"Aminosyn 3.5%",NULL,"carevue",NULL
30098,"D5 Aminosyn 3.5%",NULL,"carevue",NULL
30099,"PPN",NULL,"carevue",NULL
30100,"Regular Insulin",NULL,"carevue",NULL
30101,"OR Crystalloid",NULL,"carevue",NULL
30102,"OR Colloid",NULL,"carevue",NULL
30103,"OR FFP",NULL,"carevue",NULL
30104,"OR Packed RBC's",NULL,"carevue",NULL
30105,"OR Platelets",NULL,"carevue",NULL
30106,"OR Autologous Blood",NULL,"carevue",NULL
30107,"PACU Colloids",NULL,"carevue",NULL
30108,"PACU Crystalloids",NULL,"carevue",NULL
30109,"PACU PO Intake",NULL,"carevue",NULL
30110,"Aggrastat",NULL,"carevue",NULL
30111,"Amicar",NULL,"carevue",NULL
30112,"Amiodarone",NULL,"carevue",NULL
30113,"Atracurium",NULL,"carevue",NULL
30114,"Cisatracurium",NULL,"carevue",NULL
30115,"Diltiazem",NULL,"carevue",NULL
30116,"Doxacurium",NULL,"carevue",NULL
30117,"Esmolol",NULL,"carevue",NULL
30118,"Fentanyl",NULL,"carevue",NULL
30119,"Epinephrine-k",NULL,"carevue",NULL
30120,"Levophed-k",NULL,"carevue",NULL
30121,"Nitroglycerine-k",NULL,"carevue",NULL
30122,"Labetolol",NULL,"carevue",NULL
30123,"Lasix",NULL,"carevue",NULL
30124,"Midazolam",NULL,"carevue",NULL
30125,"Milrinone",NULL,"carevue",NULL
30126,"Morphine Sulfate",NULL,"carevue",NULL
30127,"Neosynephrine",NULL,"carevue",NULL
30128,"Neosynephrine-k",NULL,"carevue",NULL
30129,"Pancuronium",NULL,"carevue",NULL
30130,"Pentobarbitol",NULL,"carevue",NULL
30131,"Propofol",NULL,"carevue",NULL
30133,"Sandostatin",NULL,"carevue",NULL
30134,"Reopro",NULL,"carevue",NULL
30135,"TPA",NULL,"carevue",NULL
30138,"Vecuronium",NULL,"carevue",NULL
30139,"Valium",NULL,"carevue",NULL
30140,"N/A",NULL,"carevue",NULL
30141,"Ativan",NULL,"carevue",NULL
30142,"Integrelin",NULL,"carevue",NULL
30143,"3% Normal Saline",NULL,"carevue",NULL
30144,"Gastric Meds",NULL,"carevue",NULL
30146,"Aprotinin",NULL,"carevue",NULL
30147,"Haldol",NULL,"carevue",NULL
30148,"Narcan",NULL,"carevue",NULL
30149,"Fentanyl (Conc)",NULL,"carevue",NULL
30150,"Fentanyl Base",NULL,"carevue",NULL
30151,"Ketamine",NULL,"carevue",NULL
30153,"Morphine","Meds","carevue",NULL
30159,"D5 Ringers Lact.",NULL,"carevue",NULL
30160,"D5 Normal Saline",NULL,"carevue",NULL
30161,".3% normal Saline",NULL,"carevue",NULL
30163,"Dilaudid",NULL,"carevue",NULL
30164,"Criticare HN",NULL,"carevue",NULL
30165,"Promote",NULL,"carevue",NULL
30166,"Promote w/fiber",NULL,"carevue",NULL
30167,"Precedex",NULL,"carevue",NULL
30168,"Normal Saline_GU",NULL,"carevue",NULL
30169,"Sterile H20_GU",NULL,"carevue",NULL
30170,"Ampho-B_GU",NULL,"carevue",NULL
30171,"Other_GU",NULL,"carevue",NULL
30172,"Natrecor",NULL,"carevue",NULL
30173,"Argatroban",NULL,"carevue",NULL
30174,"Bivalirudin",NULL,"carevue",NULL
30175,"Alcohol 10%",NULL,"carevue",NULL
30176,".25% Normal Saline",NULL,"carevue",NULL
30177,"Lepirudin",NULL,"carevue",NULL
30178,"Nicardipine",NULL,"carevue",NULL
30179,"PRBC's",NULL,"carevue",NULL
30180,"Fresh Froz Plasma",NULL,"carevue",NULL
30181,"Serum Albumin 5%",NULL,"carevue",NULL
30184,"IVIG",NULL,"carevue",NULL
30185,".9NS + 1:1 Heparin",NULL,"carevue",NULL
30186,".45NS + 1:1 Heparin",NULL,"carevue",NULL
30187,"D10W",NULL,"carevue",NULL
30189,"D7.5W",NULL,"carevue",NULL
30190,"NS .9%",NULL,"carevue",NULL
30191,"TPN D5.0",NULL,"carevue",NULL
30192,"TPN D7.0",NULL,"carevue",NULL
30193,"TPN D7.5",NULL,"carevue",NULL
30194,"TPN D9.0",NULL,"carevue",NULL
30195,"TPN D2.5",NULL,"carevue",NULL
30196,"TPN D10.0",NULL,"carevue",NULL
30197,"TPN D11.0",NULL,"carevue",NULL
30198,"TPN D12.0",NULL,"carevue",NULL
30199,"TPN D12.5",NULL,"carevue",NULL
30200,"TPN D15.0",NULL,"carevue",NULL
30201,"TPN D17.0",NULL,"carevue",NULL
30202,"TPN D17.5",NULL,"carevue",NULL
30203,"TPN D20.0",NULL,"carevue",NULL
30204,"TPN D22.5",NULL,"carevue",NULL
30205,"TPN D25.0",NULL,"carevue",NULL
30207,"TPN D30.0",NULL,"carevue",NULL
30208,"Lipids 20%",NULL,"carevue",NULL
30209,"Heparin(10 units/cc)",NULL,"carevue",NULL
30210,".9NS flush",NULL,"carevue",NULL
30211,".45NS flush",NULL,"carevue",NULL
30212,".25NS flush",NULL,"carevue",NULL
30213,"D5W flush",NULL,"carevue",NULL
30214,"D10W flush",NULL,"carevue",NULL
30221,"Br Milk FS NG",NULL,"carevue",NULL
30225,"PE 20 FS NG",NULL,"carevue",NULL
30226,"PE 22 FS NG",NULL,"carevue",NULL
30227,"PE 24 FS NG",NULL,"carevue",NULL
30230,"E 20 3/4s NG",NULL,"carevue",NULL
30231,"E 20 FS NG",NULL,"carevue",NULL
30232,"E 22 FS NG",NULL,"carevue",NULL
30233,"E 24 FS NG",NULL,"carevue",NULL
30237,"E 20 Fe FS NG",NULL,"carevue",NULL
30238,"E 22 Fe FS NG",NULL,"carevue",NULL
30239,"E 24 Fe FS NG",NULL,"carevue",NULL
30243,"Prog FS NG",NULL,"carevue",NULL
30247,"SMA FS NG",NULL,"carevue",NULL
30248,"SMA Fe FS NG",NULL,"carevue",NULL
30249,"Pedialyte Sol NG",NULL,"carevue",NULL
30253,"Isomil FS NG",NULL,"carevue",NULL
30254,"Sterile Water PO",NULL,"carevue",NULL
30255,"5% Dex Water PO",NULL,"carevue",NULL
30256,"10% Dex Water PO",NULL,"carevue",NULL
30260,"Br Milk FS PO",NULL,"carevue",NULL
30264,"PE 20 FS PO",NULL,"carevue",NULL
30265,"PE 22 FS PO",NULL,"carevue",NULL
30266,"PE 24 FS PO",NULL,"carevue",NULL
30270,"E 20 FS PO",NULL,"carevue",NULL
30271,"E 22 FS PO",NULL,"carevue",NULL
30272,"E 24 FS PO",NULL,"carevue",NULL
30276,"E 20 Fe FS PO",NULL,"carevue",NULL
30277,"E 22 Fe FS PO",NULL,"carevue",NULL
30278,"E 24 Fe FS PO",NULL,"carevue",NULL
30282,"Pregestimil FS PO",NULL,"carevue",NULL
30283,"Pedialyte Sol PO",NULL,"carevue",NULL
30287,"SMA 20 FS PO",NULL,"carevue",NULL
30291,"SMA 20 Fe FS PO",NULL,"carevue",NULL
30295,"Isomil FS PO",NULL,"carevue",NULL
30296,"Sodium Chloride",NULL,"carevue",NULL
30297,"Potassium Chloride",NULL,"carevue",NULL
30298,"Sodium Acetate",NULL,"carevue",NULL
30299,"Potassium Acetate",NULL,"carevue",NULL
30300,"Calcium Chloride 10%",NULL,"carevue",NULL
30301,"TPN D8",NULL,"carevue",NULL
30302,"HMF",NULL,"carevue",NULL
30303,"MCT",NULL,"carevue",NULL
30304,"Polycose",NULL,"carevue",NULL
30305,"Rice Cereal",NULL,"carevue",NULL
30306,"Dobutamine Drip",NULL,"carevue",NULL
30307,"Dopamine Drip",NULL,"carevue",NULL
30308,"Fentanyl Drip",NULL,"carevue",NULL
30309,"Epinephrine Drip",NULL,"carevue",NULL
30310,"Insulin Drip",NULL,"carevue",NULL
30312,"Prostin VR Drip",NULL,"carevue",NULL
30313,"TPN D14",NULL,"carevue",NULL
30314,"TPN D16",NULL,"carevue",NULL
30315,".25 NS+0.5:1 Heparin",NULL,"carevue",NULL
30316,".25 NS +1:1 Heparin",NULL,"carevue",NULL
30317,"D 12.5 W",NULL,"carevue",NULL
30318,"D15W",NULL,"carevue",NULL
30319,"D20W",NULL,"carevue",NULL
30320,"D25W",NULL,"carevue",NULL
30321,".45NS + .5:1 Heparin",NULL,"carevue",NULL
30322,"D17.5W",NULL,"carevue",NULL
30323,"TPN D6",NULL,"carevue",NULL
30324,"Corn Oil",NULL,"carevue",NULL
30325,"TPN D13.0",NULL,"carevue",NULL
30326,"TPN D18.0",NULL,"carevue",NULL
30328,"D 30W",NULL,"carevue",NULL
30329,"Prosobee",NULL,"carevue",NULL
30332,"Prosobee 1/4s PO",NULL,"carevue",NULL
30333,"Prosobee 1/2s PO",NULL,"carevue",NULL
30334,"Prosobee FS PO",NULL,"carevue",NULL
30335,"Enfamil Powder",NULL,"carevue",NULL
30336,"NeoSure",NULL,"carevue",NULL
30337,"NeoSure Powder",NULL,"carevue",NULL
30338,"Sodium Bicarb Drip",NULL,"carevue",NULL
30339,"NeoSure 24 NG",NULL,"carevue",NULL
30340,"Nutramigen 24 NG",NULL,"carevue",NULL
30341,"Nutramigen NG",NULL,"carevue",NULL
30342,"Pregestimil 24 NG",NULL,"carevue",NULL
30343,"Pregestimil NG",NULL,"carevue",NULL
30344,"Enfamil AddedRice NG",NULL,"carevue",NULL
30345,"EnfAddedRice 24 NG",NULL,"carevue",NULL
30346,"Pregestimil 24 PO",NULL,"carevue",NULL
30347,"NeoSure 24 PO",NULL,"carevue",NULL
30348,"Nutramigen PO",NULL,"carevue",NULL
30349,"Nutramigen 24 PO",NULL,"carevue",NULL
30350,"EnfamilAddedRice PO",NULL,"carevue",NULL
30351,"EnfAddedRice 24 PO",NULL,"carevue",NULL
30352,"0.9% Normal Saline",NULL,"carevue",NULL
30353,"0.45% Normal Saline",NULL,"carevue",NULL
30354,"ProBalance",NULL,"carevue",NULL
30355,"S 20 Fe NG",NULL,"carevue",NULL
30356,"S 22 Fe NG",NULL,"carevue",NULL
30357,"S 24 Fe NG",NULL,"carevue",NULL
30358,"SC 20 Fe NG",NULL,"carevue",NULL
30359,"SC 22 Fe NG",NULL,"carevue",NULL
30360,"SC 24 Fe NG",NULL,"carevue",NULL
30361,"Portagen 20 NG",NULL,"carevue",NULL
30362,"Portagen 24 NG",NULL,"carevue",NULL
30364,"Similac Powder",NULL,"carevue",NULL
30365,"Enfacare Powder",NULL,"carevue",NULL
30366,"S 20 Fe PO",NULL,"carevue",NULL
30367,"S 22 Fe PO",NULL,"carevue",NULL
30368,"S 24 Fe PO",NULL,"carevue",NULL
30369,"SC 20 Fe PO",NULL,"carevue",NULL
30370,"SC 22 Fe PO",NULL,"carevue",NULL
30371,"SC 24 Fe PO",NULL,"carevue",NULL
30372,"Alimentum PO",NULL,"carevue",NULL
30373,"Alimentum 24 PO",NULL,"carevue",NULL
30374,"Enfacare",NULL,"carevue",NULL
30375,"Enfacare 24",NULL,"carevue",NULL
30377,"Portagen 20 PO",NULL,"carevue",NULL
30378,"Portagen 24 PO",NULL,"carevue",NULL
30379,"Alimentum",NULL,"carevue",NULL
30380,"Alimentum 24 NG",NULL,"carevue",NULL
30381,".9NS + 0.5:1 heparin",NULL,"carevue",NULL
30383,"Impact",NULL,"carevue",NULL
30384,"Xigris",NULL,"carevue",NULL
30385,"NeoCate",NULL,"carevue",NULL
30386,"Neocate 24",NULL,"carevue",NULL
30388,"Enfacare NG",NULL,"carevue",NULL
30389,"Enfacare 24 NG",NULL,"carevue",NULL
30391,"Neocate 24 NG",NULL,"carevue",NULL
30392,"NeoSure NG",NULL,"carevue",NULL
30394,"Enfacare PO",NULL,"carevue",NULL
30395,"Enfacare 24 PO",NULL,"carevue",NULL
30396,"Neocate PO",NULL,"carevue",NULL
30397,"Neocate 24 PO",NULL,"carevue",NULL
30398,"NeoSure PO",NULL,"carevue",NULL
30399,"Nutramigen Powder",NULL,"carevue",NULL
30401,"Peptamen 1.5",NULL,"carevue",NULL
30402,"Nutren 2.0",NULL,"carevue",NULL
30403,"Nutren Renal",NULL,"carevue",NULL
30404,"Nutren Pulmonary",NULL,"carevue",NULL
30405,"Ensure Plus",NULL,"carevue",NULL
40030,"MANNITOL","Free Form Intake","carevue",NULL
40033,"DEXTRAN","Free Form Intake","carevue",NULL
40048,"Chest Tubes Left Pleural 1",NULL,"carevue","ml"
40049,"Chest Tubes Right Pleural 1",NULL,"carevue","ml"
40050,"Chest Tubes Right Pleural 2",NULL,"carevue","ml"
40051,"Gastric Gastric Tube",NULL,"carevue","ml"
40052,"Gastric Nasogastric",NULL,"carevue","ml"
40053,"Stool Out Fecal Bag",NULL,"carevue","ml"
40054,"Stool Out Stool",NULL,"carevue","ml"
40055,"Urine Out Foley",NULL,"carevue",NULL
40056,"Urine Out Lt Nephrostomy",NULL,"carevue","ml"
40057,"Urine Out Rt Nephrostomy",NULL,"carevue","ml"
40058,"Cerebral Drain R Ventricular Drain",NULL,"carevue","ml"
40059,"Gastric Oral Gastric",NULL,"carevue","ml"
40060,"Pre-Admission Output Pre-Admission Output",NULL,"carevue","ml"
40061,"OR Out OR Urine",NULL,"carevue","ml"
40063,"Stool Out Ileostomy",NULL,"carevue","ml"
40064,"OR Out EBL",NULL,"carevue","ml"
40065,"OR Out PACU Urine",NULL,"carevue","ml"
40066,"Drain Out #1 Tap",NULL,"carevue","ml"
40067,"Gastric Emesis",NULL,"carevue","ml"
40068,"Stool Out Other",NULL,"carevue","ml"
40069,"Urine Out Void",NULL,"carevue","ml"
40070,"Drain Out #1 Hemovac",NULL,"carevue","ml"
40071,"Drain Out #1 Jackson Pratt",NULL,"carevue","ml"
40072,"Drain Out #2 Jackson Pratt",NULL,"carevue","ml"
40073,"PACU Out PACU Drains",NULL,"carevue","ml"
40074,"PACU Out PACU NG",NULL,"carevue","ml"
40075,"Drain Out #1 Pigtail",NULL,"carevue","ml"
40076,"Chest Tubes CTICU CT 1",NULL,"carevue","ml"
40077,"Drain Out #1 Pericardial",NULL,"carevue","ml"
40078,"Drain Out #1 Anderson",NULL,"carevue","ml"
40079,"Drain Out #2 Anderson",NULL,"carevue","ml"
40080,"Drain Out #2 Other",NULL,"carevue","ml"
40083,"Drain Out #5 Other",NULL,"carevue","ml"
40084,"Chest Tubes Other",NULL,"carevue","ml"
40085,"Urine Out Incontinent",NULL,"carevue","ml"
40086,"Drain Out #2 Pigtail",NULL,"carevue","ml"
40087,"Stool Out Colostomy",NULL,"carevue","ml"
40088,"Drain Out #3 Jackson Pratt",NULL,"carevue","ml"
40089,"Drain Out #1 Wound Vac",NULL,"carevue","ml"
40090,"Chest Tubes Left Pleural 2",NULL,"carevue","ml"
40091,"Chest Tubes Mediastinal",NULL,"carevue","ml"
40092,"Drain Out #4 Jackson Pratt",NULL,"carevue","ml"
40093,"Drain Out #1 T Tube",NULL,"carevue","ml"
40094,"Urine Out Condom Cath",NULL,"carevue","ml"
40095,"Drain Out #2 Wound Vac",NULL,"carevue","ml"
40096,"Urine Out Ureteral Stent #1",NULL,"carevue","ml"
40097,"Cerebral Drain L Ventricular Drain",NULL,"carevue","ml"
40098,"Drain Out #1 Penrose",NULL,"carevue","ml"
40099,"Drain Out #2 Penrose",NULL,"carevue","ml"
40100,"Drain Out #3 Penrose",NULL,"carevue","ml"
40101,"Drain Out #4 Penrose",NULL,"carevue","ml"
40281,"sodium phosphate","Free Form Intake","carevue",NULL
40283,"THAM","Free Form Intake","carevue",NULL
40285,"vac drainage",NULL,"carevue","ml"
40286,"Ultrafiltrate Ultrafiltrate",NULL,"carevue","ml"
40287,"Drain Out #4 Other",NULL,"carevue","ml"
40288,"PACU Out PACU Urine",NULL,"carevue","ml"
40289,"Stool Out Ostomy",NULL,"carevue","ml"
40290,"Drain Out #4 Pigtail",NULL,"carevue","ml"
40291,"Drain Out #5 Jejunostomy Tube",NULL,"carevue","ml"
40292,"Drain Out #2 T Tube",NULL,"carevue","ml"
40294,"Drain Out #1 Other",NULL,"carevue","ml"
40327,"Mannitol 20%","Free Form Intake","carevue",NULL
40330,"Drain Out #2 Tap",NULL,"carevue","ml"
40331,"Gastric Jejunostomy Tube",NULL,"carevue","ml"
40366,"mucus fistula",NULL,"carevue",NULL
40367,"Stool Out Rectal Tube",NULL,"carevue","ml"
40385,"K PHOS","Free Form Intake","carevue",NULL
40386,"hemodialysis",NULL,"carevue","ml"
40388,"Stool Out (non-specific)",NULL,"carevue","ml"
40402,"protonics","Free Form Intake","carevue",NULL
40403,"thoracentesis",NULL,"carevue","ml"
40404,"endoscopy",NULL,"carevue",NULL
40405,"Urine Out Other",NULL,"carevue","ml"
40406,"Gastric Other",NULL,"carevue","ml"
40423,"Bolus","Free Form Intake","carevue",NULL
40424,"free H2O","Free Form Intake","carevue",NULL
40425,"dialysis output",NULL,"carevue","ml"
40426,"dialysis out",NULL,"carevue","ml"
40427,"EMESIS",NULL,"carevue","ml"
40428,"Urine Out Straight Cath",NULL,"carevue","ml"
40449,"epidural-marcaine","Free Form Intake","carevue",NULL
40450,"EBL",NULL,"carevue",NULL
40451,"Paracentesis",NULL,"carevue","ml"
40452,"C.O.",NULL,"carevue",NULL
40468,"epidural asp","Free Form Intake","carevue",NULL
40469,"pancreatic drain","Free Form Intake","carevue","ml"
40470,"paracentesis",NULL,"carevue","ml"
40471,"r femoral puncture",NULL,"carevue",NULL
40472,"pleural tap",NULL,"carevue","ml"
40473,"Urine Out IleoConduit",NULL,"carevue","ml"
40488,"J-tube.",NULL,"carevue","ml"
40489,"Pericardial fluid",NULL,"carevue",NULL
40490,"emesis",NULL,"carevue","ml"
40491,"PACU Out EBL",NULL,"carevue","ml"
40503,"readi - cat","Free Form Intake","carevue",NULL
40504,"IV MEDS","Free Form Intake","carevue",NULL
40505,"ph of ogt",NULL,"carevue",NULL
40506,"rectal bag",NULL,"carevue",NULL
40507,"Dialysis out",NULL,"carevue","ml"
40531,"kcl 20 meq ivpb","Free Form Intake","carevue",NULL
40532,"FREE H2O","Free Form Intake","carevue",NULL
40533,"procedure","Free Form Intake","carevue",NULL
40534,"urine flush","Free Form Intake","carevue","ml"
40535,"hemodyalysis",NULL,"carevue",NULL
40536,"pleural fluid",NULL,"carevue","ml"
40537,"Cerebral Drain Subdural",NULL,"carevue","ml"
40538,"Drain Out #2 Sump",NULL,"carevue","ml"
40548,"ALBUMIN","Free Form Intake","carevue",NULL
40549,"protonix","Free Form Intake","carevue",NULL
40550,"PANTOPRAZOLE","Free Form Intake","carevue",NULL
40551,"bicarb push","Free Form Intake","carevue",NULL
40552,"cisatricurium","Free Form Intake","carevue",NULL
40553,"t tube flush","Free Form Intake","carevue","ml"
40554,"Drain Out #1 Sump",NULL,"carevue","ml"
40579,"Meperidine","Free Form Intake","carevue",NULL
40580,"Cath Lab Output","Free Form Intake","carevue","ml"
40581,"CO flush","Free Form Intake","carevue",NULL
40582,"Meperidine cc/hr","Free Form Intake","carevue",NULL
40583,"readi-ct","Free Form Intake","carevue",NULL
40584,"PD out",NULL,"carevue","ml"
40585,"PD total",NULL,"carevue",NULL
40586,"bowel movement",NULL,"carevue",NULL
40595,"na phosphate","Free Form Intake","carevue",NULL
40596,"K-PHOS","Free Form Intake","carevue",NULL
40598,"r leg leaking fluid",NULL,"carevue",NULL
40611,"NA BICARB","Free Form Intake","carevue",NULL
40612,"cath lab out",NULL,"carevue","ml"
40613,"DIALYSIS OUT",NULL,"carevue","ml"
40614,"Drain Out #1 Jejunostomy Tube",NULL,"carevue","ml"
40624,"dialysis",NULL,"carevue","ml"
40632,"NS w/ 40K","Free Form Intake","carevue",NULL
40635,"baricat","Free Form Intake","carevue",NULL
40636,"kayexalate PR","Free Form Intake","carevue",NULL
40637,"ngt meds","Free Form Intake","carevue","ml"
40645,"magnesium","Free Form Intake","carevue",NULL
40646,"JT bile","Free Form Intake","carevue",NULL
40647,"THOROCENTESIS FLUID",NULL,"carevue","ml"
40648,"Drain Out #3 Other",NULL,"carevue","ml"
40649,"Drain Out #7 Pigtail",NULL,"carevue","ml"
40650,"Drain Out #8 Pigtail",NULL,"carevue","ml"
40651,"Urine Out Ureteral Stent #2",NULL,"carevue","ml"
40652,"Gastric Blakemore",NULL,"carevue","ml"
40653,"Drain Out #2 Jejunostomy Tube",NULL,"carevue","ml"
40667,"demerol","Free Form Intake","carevue",NULL
40668,"PEG TUBE",NULL,"carevue","ml"
40676,"natracor","Free Form Intake","carevue",NULL
40689,"DRAIN FLUSH","Free Form Intake","carevue","ml"
40690,"DIALYSIS",NULL,"carevue","ml"
40691,"paracentisis",NULL,"carevue",NULL
40692,"ebl cath lab",NULL,"carevue",NULL
40699,"K+ PHOS","Free Form Intake","carevue",NULL
40700,"Pantoprazole","Free Form Intake","carevue",NULL
40702,"free water infusion","Free Form Intake","carevue",NULL
40703,"Drain Out #1 JP Lateral",NULL,"carevue","ml"
40712,"free H20","Free Form Intake","carevue",NULL
40713,"po contrast","Free Form Intake","carevue",NULL
40715,"Urine Out Suprapubic",NULL,"carevue","ml"
40725,"supra pubic flush","Free Form Intake","carevue",NULL
40726,"epidural","Free Form Intake","carevue",NULL
40727,"gastric",NULL,"carevue","ml"
40728,"jp drain",NULL,"carevue","ml"
40729,"Drain Out #2 Lumbar",NULL,"carevue","ml"
40743,"Hematoma Aspiration",NULL,"carevue",NULL
40744,"pad change",NULL,"carevue",NULL
40745,"Dialysis",NULL,"carevue","ml"
40749,"protonix infusion","Free Form Intake","carevue",NULL
40750,"foley irrigation","Free Form Intake","carevue",NULL
40751,"ileostomy",NULL,"carevue","ml"
40752,"sp aspirate",NULL,"carevue",NULL
40764,"PARACENTESIS",NULL,"carevue","ml"
40765,"Drain Out #3 Tap",NULL,"carevue","ml"
40777,"PROTONIX GTT","Free Form Intake","carevue",NULL
40778,"Free H2O","Free Form Intake","carevue",NULL
40779,"JP drain",NULL,"carevue","ml"
40780,"cath lab",NULL,"carevue",NULL
40788,"PD dialysate in","Free Form Intake","carevue",NULL
40789,"PD dialysate out",NULL,"carevue","ml"
40794,"Na Phosphate","Free Form Intake","carevue",NULL
40795,"ns bladder","Free Form Intake","carevue",NULL
40796,"Protonix mg/hr",NULL,"carevue",NULL
40801,"plasma pheresis","Free Form Intake","carevue",NULL
