itemid,label,category,dbsource,valueuom
4576,pre ductal sat,,carevue,
4578,grunting,,carevue,
4579,Hydralazine,,carevue,
4585,circ,,carevue,
4587,Meropenem,,carevue,
4588,trach aspirate,,carevue,
4590,zosyn,,carevue,
4595,Criticaid,,carevue,
4597,Abdominal US,,carevue,
4599,Hepatitis B Vaccine,,carevue,
4601,Bath demo,,carevue,
4603,Trach/Size,,carevue,
4604,poly-vi-sol,,carevue,
4605,bath demo,,carevue,
4606,hernia,,carevue,
4607,tylenol,,carevue,
4613,circ. site,,carevue,
4615,Mylicon,,carevue,
4617,Neurology consult,,carevue,
4618,ferinsol,,carevue,
4619,Nystatin Powder,,carevue,
4620,monilial rash,,carevue,
4622,miconazole powder,,carevue,
4623,Circumcision site,,carevue,
4625,Nystatin ointment,,carevue,
4630,cord care,,carevue,
4632,Glycerin Supp,,carevue,
4636,Umb Hernia,,carevue,
4638,atropine eye drops,,carevue,
4639,tobradex,,carevue,
4641,desitin,,carevue,
4643,poly vi sol,,carevue,
4645,PRED FORTE DROPS,,carevue,
4646,Knee Abrasions,,carevue,
4647,normal saline bolus,,carevue,
4648,chloral hydrate,,carevue,
4649,Adenosine,,carevue,
4650,Umbilical Hernia,,carevue,
4651,BABY BATH,,carevue,
4652,Hernia Repair,,carevue,
4654,Hepatitis B vaccine,,carevue,
4660,Bactroban ointment,,carevue,
4661,Bactoban,,carevue,
4663,CIRC,,carevue,
4666,head,,carevue,
4669,Cardiology consult,,carevue,
4670,heprin lock,,carevue,
4672,Head Circ.,,carevue,
4674,Metocloprimide,,carevue,
4676,Critic-aid,,carevue,
4677,nystatin powder,,carevue,
4678,Atropine Oint.,,carevue,
4679,KPHOS,,carevue,
4680,co-bedding,,carevue,
4681,triple abx oint,,carevue,
4683,KPhos,,carevue,
4684,Synthroid,,carevue,
4685,Zantac(Ranitidine),,carevue,
4686,broviac lt saphenou.,,carevue,
4689,Genetics consult,,carevue,
4692,Atropine eye drops,,carevue,
4693,Bacitracin Eye Oint,,carevue,
4694,Cosopt,,carevue,
4695,PredForte,,carevue,
4696,Calcium Glubionate,,carevue,
4698,Gtube site,,carevue,
4701,Stoma,,carevue,
4702,Vit D,,carevue,
4705,Skin tags,,carevue,
4706,initial bath,,carevue,
4707,Circ,,carevue,
4708,umbi hernia,,carevue,
4709,Humatrope,,carevue,
4712,SPIT,,carevue,
4713,Heplock flush,,carevue,
4715,penicillin,,carevue,
4716,acyclovir,,carevue,
4718,Broviac dsg Change,,carevue,
4719,Ca Glubionate,,carevue,
4720,K Phos,,carevue,
4721,Hernias,,carevue,
4722,Atropine eye oint,,carevue,
4723,Metoclopramide,,carevue,
4724,Pred Forte,,carevue,
4726,ZANTAC,,carevue,
4727,mitoclopramide,,carevue,
4729,Miconazole powder,,carevue,
4732,Keflex,,carevue,
4735,BACITRACIN OINTMENT,,carevue,
4736,COSOPT DROPS,,carevue,
4737,PREDFORTE DROPS,,carevue,
4738,RANITIDINE,,carevue,
4739,prune juice,,carevue,
4740,Keflex pg/po,,carevue,
4743,Circumcision Site,,carevue,
4744,NYSTATIN,,carevue,
4750,Hyperoxia test,,carevue,
4753,pH (Art),ABG,carevue,
4755,zzzpH,ABG's,carevue,
4761,ORL consult,,carevue,
4762,Penicillin,,carevue,
4769,rash,,carevue,
4770,Umbi Hernia,,carevue,
4773,Poly-Vi-Sol,,carevue,
4783,picc placement,,carevue,
4784,desitin ointment,,carevue,
4788,aldactone,,carevue,
4789,hyperoxia,,carevue,
4790,simethicone,,carevue,
4791,Circ Care,,carevue,
4792,bacitracin,,carevue,
4793,nystatin cream,,carevue,
4795,nystatin,,carevue,
4797,Nystatin Oint,,carevue,
4799,synthroid,,carevue,
4801,Bath+Shampoo,,carevue,
4803,GT Site,,carevue,
4805,DIAZOXIDE,,carevue,
4806,Gentamycin,,carevue,
4807,RASH,,carevue,
4810,Prilosec,,carevue,
4812,Bacitracin,,carevue,
4813,nutrition labs,,carevue,
4816,heprin flush,,carevue,
4817,IVIG,,carevue,
4820,HEP FLUSH,,carevue,
4821,IV Zantac,,carevue,
4822,Mylanta,,carevue,
4823,PRILOSEC,,carevue,
4824,triple abx oint.,,carevue,
4833,SaO2 (post),,carevue,
4840,desitin cream,,carevue,
4842,Nystatin (PO),,carevue,
4843,calciferol,,carevue,
4844,Nystatin Ointment,,carevue,
4849,umbi care,,carevue,
4850,diaper rash,,carevue,
4852,Tobradex ointment,,carevue,
4855,Urine culture,,carevue,
4856,hydrocele,,carevue,
4858,AZT,,carevue,
4860,Myconizole powder,,carevue,
4862,CIRC SITE,,carevue,
4865,Clonus,,carevue,
4867,Trivisol,,carevue,
4870,tooth buds,,carevue,
4871,vit d,,carevue,
4872,TRI VI SOL,,carevue,
4873,Tobradex oint.,,carevue,
4874,atropine,,carevue,
4875,cyclopentolate,,carevue,
4880,Levothyroxin (T4),,carevue,
4887,flow rate,,carevue,
4888,lasix,,carevue,
4889,Cyclopentolate,,carevue,
4893,right hydrocele,,carevue,
4894,left hydrocele,,carevue,
4895,Nystatin susp,,carevue,
4898,MVI,,carevue,
4900,Oral Nystatin,,carevue,
4901,SKIN,,carevue,
4902,neuro consult,,carevue,
4905,Fluconazole,,carevue,
4910,glycerin supp.,,carevue,
4911,hep B vaccine,,carevue,
4914,tub,,carevue,
4915,PRUNE JUICE,,carevue,
4918,hep b vaccine,,carevue,
4919,pectus,,carevue,
4922,open crib,,carevue,
4925,Amoxicillan,,carevue,
4926,Dexamethasone- gtts,,carevue,
4928,Neo-Synephrine gtts,,carevue,
4929,Prednisolone,,carevue,
4936,Nystatin Oint.,,carevue,
4937,circumcision care,,carevue,
4941,Genetics Consult,,carevue,
4944,hearing,,carevue,
4946,Myconazole Pdr.,,carevue,
4947,Nystatin cream,,carevue,
4948,Bilirubin,,carevue,
4950,Dexamethasone drops,,carevue,
4951,Diaper rash,,carevue,
4952,Bactroban,,carevue,
4953,sucrose pacifier,,carevue,
4954,Mineral Oil,,carevue,
4955,sweating,,carevue,
4956,Umbi hernia,,carevue,
4957,Atropine drops,,carevue,
4958,Tobramycin oint,,carevue,
4960,Ilex,,carevue,
4966,GI consult,,carevue,
4968,diaper area,,carevue,
4969,CSM R LE,,carevue,
4970,NS bolus,,carevue,
4972,erythromycin,,carevue,
4976,prune juice po/pg,,carevue,
4977,circcare,,carevue,
4986,Vi-Daylin,,carevue,
4990,wrist slpints,,carevue,
4994,ECHO,,carevue,
5000,Right hydrocele,,carevue,
5003,prednisolone,,carevue,
5004,vidalin,,carevue,
5012,glycerin suppository,,carevue,
5015,vidaylin,,carevue,
5016,Tri Visol,,carevue,
5017,Vidaylin,,carevue,
5020,Cyclopentalate,,carevue,
5022,Emycin ointment,,carevue,
5024,triple abx ointment,,carevue,
5025,Bacitracin oint,,carevue,
5026,extra digit rt/lt fr,,carevue,
5032,bili,,carevue,
5035,Glycerin Suppository,,carevue,
5036,Tri-Vi-Sol,,carevue,
5039,dressing.,,carevue,
5040,scrotum,,carevue,
5042,cc's/minute,,carevue,
5043,gentamycin ointment,,carevue,
5045,Bili,,carevue,
5048,trivisol,,carevue,
5049,zantc,,carevue,
5051,CAFFEINE BOLUS,,carevue,
5055,gel pillow,,carevue,
5057,NEONATAL MORPHINE,,carevue,
5060,meropenem,,carevue,
5062,MEROPENEM,,carevue,
5063,Tobramycin,,carevue,
5066,Epogen,,carevue,
5067,Folic Acid,,carevue,
5068,mong.spot,,carevue,
5071,Criticaid Paste,,carevue,
5075,Bicarb,,carevue,
5077,Fentanyl:,,carevue,
5080,K phos,,carevue,
5083,rt. hernia,,carevue,
5086,ceftazadime,,carevue,
5088,fingers,,carevue,
5089,toes,,carevue,
5096,PDA ligation site,,carevue,
5098,KCl Supps,,carevue,
5099,NaCl Supps,,carevue,
5106,caffeine citrate,,carevue,
5110,folate,,carevue,
5113,Calciferol,,carevue,
5114,Calcium glubionate,,carevue,
5115,bactroban,,carevue,
5119,Rhythm,,carevue,
5123,Chloral hydrate,,carevue,
5128,Zantac pg,,carevue,
5130,PICC LINE DSG,,carevue,
5133,Actigall (Ursodiol),,carevue,
5141,Erythromycin oint,,carevue,
5142,Butt Paste,,carevue,
5145,tremors,,carevue,
5152,Abcess/ Location,,carevue,
5153,Ceftazadime,,carevue,
5155,R. test. hydrocele,,carevue,
5157,Ambisome,,carevue,
5159,RANGE OF MOTION,,carevue,
5162,PROPRANOLOL,,carevue,
5164,Carnitine,,carevue,
5166,Vitamin D,,carevue,
5167,potassium Phosphate,,carevue,
5168,Shunt,,carevue,
5186,Kphos,,carevue,
5189,Sodium supps,,carevue,
5192,Cardiology Consult,,carevue,
5194,Metoclopromide,,carevue,
5195,potassium phosphorus,,carevue,
5199,NS Bolus,,carevue,
5200,triple abx cream,,carevue,
5204,CEFAZOLIN,,carevue,
5205,op site,,carevue,
5206,Gent eye ointment,,carevue,
5210,Atropine eye oint.,,carevue,
5212,tobra dex eye ointmt,,carevue,
5213,NaCl supp,,carevue,
5214,Prednisone drops,,carevue,
5215,Na Cl supps,,carevue,
5218,Heparin/PIC flush,,carevue,
5220,Na Supps,,carevue,
5221,DOPA mcg/k/min,,carevue,
5226,Cough,,carevue,
5229,NACL SUPPS,,carevue,
5234,umbical site,,carevue,
5244,Left lateral decub,,carevue,
5245,Repogyle,,carevue,
5247,Chest tube dsg,,carevue,
5248,glycerine suppos.,,carevue,
5249,ceftazidine,,carevue,
5257,ALDACTONE,,carevue,
5258,calcium glubionate,,carevue,
5259,ABD INC LINE,,carevue,
5260,BROVIAC DSG,,carevue,
5261,Fentanyl Bolus,,carevue,
5262,Lytes,,carevue,
5263,STOMA,,carevue,
5265,Hepflush,,carevue,
5273,Erythropoetin,,carevue,
5280,flowrate cc's,,carevue,
5281,oral nystatin,,carevue,
5282,propanolol,,carevue,
5283,glycerin sliver,,carevue,
5285,Cord Drg.,,carevue,
5289,cefotaxine,,carevue,
5292,Propranolol,,carevue,
5293,Aquafor,,carevue,
5301,180 degree rotation,,carevue,
5309,180 degree turn,,carevue,
5311,Chest tube,,carevue,
5316,CLONIS,,carevue,
5320,flowrate cc/min,,carevue,
5321,ns bolus,,carevue,
5325,Hernia,,carevue,
5329,Dopamine,,carevue,
5333,saline flush,,carevue,
5340,Glycerine supp,,carevue,
5343,KPhosphate,,carevue,
5346,atropine drops,,carevue,
5347,tobradex oint,,carevue,
5353,type and coombs,,carevue,
5356,Dexamethasone eye ds,,carevue,
5361,Combivent Puffs,,carevue,
5374,position rotated 180,,carevue,
5380,piperacillin-tazbac,,carevue,
5384,OP site,,carevue,
5386,penrose drain area,,carevue,
5387,chesttube site,,carevue,
5388,incision,,carevue,
5391,ligation incision,,carevue,
5392,D10W bolus,,carevue,
5394,stoma,,carevue,
5395,Beclamethasone,,carevue,
5396,ferrous sulfate,,carevue,
5401,Gentamycin gtts OU,,carevue,
5404,CAFFEINE LOAD,,carevue,
5410,Post ductal sat,,carevue,
5412,healed penrose site,,carevue,
5413,Ativan,,carevue,
5421,Abdominal xray,,carevue,
5431,CBG,,carevue,
5434,lytes-bili,,carevue,
5435,mupirocin ointment,,carevue,
5439,Miconazole pwdr,,carevue,
5441,mupricin,,carevue,
5442,pic line placement,,carevue,
5450,Nystatin oint,,carevue,
5453,mitrazol powder,,carevue,
5455,Lactation Consult,,carevue,
5456,Chest Tube,,carevue,
5461,phenylephrine drops,,carevue,
5462,Tobradex eye ung,,carevue,
5464,Fentanyl bolus,,carevue,
5468,PIC line placement,,carevue,
5469,lytes and bili,,carevue,
5470,Pneumogram,,carevue,
5473,op. site,,carevue,
5478,Gentamycin oint,,carevue,
5483,bili level,,carevue,
5485,Vit A,,carevue,
5486,NYSTATIN ORAL,,carevue,
5487,NYSTATIN POWDER,,carevue,
5492,Vitamin A,,carevue,
5500,vit a,,carevue,
5501,O2 sat probe change,,carevue,
5502,R ankle,,carevue,
5503,L nare,,carevue,
5505,O2 sat probe site,,carevue,
5507,laceration,,carevue,
5513,hydrocyle,,carevue,
5515,Na supps,,carevue,
5521,Hyperoxia,,carevue,
5523,Amoxacillin,,carevue,
5527,Bacitracin nose oint,,carevue,
5528,Dexamethasone nasal,,carevue,
5541,Heparin flush 10u/cc,,carevue,
5543,BILI,,carevue,
5545,Vit A IM,,carevue,
5548,Dressing change,,carevue,
5554,zzzzuent Press mmHg,,carevue,mmHg
5555,waffle boots bil,,carevue,
5556,TPA mg/hr,,carevue,
5557,peri pad,,carevue,
5558,HI/Minute/VOl,,carevue,
5559,Peak flow Pred,,carevue,
5560,Coccyx drsg change,,carevue,
5561,INEXSUFF,,carevue,
5562,Breath Sounds,,carevue,
5563,HIGH MINUTE VOLUMER,,carevue,
5564,bed alarms,,carevue,
5565,Isuprel,,carevue,
5566,posey,,carevue,
5575,Tank pressure,,carevue,
5576,Ti,,carevue,
5577,acytylcisteine,,carevue,
5579,Nitric [PSIG],,carevue,
5581,T-Low,,carevue,
5582,p-high,,carevue,
5584,t-high,,carevue,
5585,MINUTE VOL. HIGH,,carevue,
5587,CYCLOSPORIN --MG/HR,,carevue,
5588,cyclosporin 3mg/hr,,carevue,
5590,warm pack to LUE,,carevue,
5592,MMV rate,,carevue,
5593,MMV tidal volume,,carevue,
5595,factor ten,,carevue,
5596,INTRATHECAL,,carevue,
5600,L fem art bp,,carevue,
5603,Tri Vi Sol,,carevue,
5604,criticaide,,carevue,
5605,Miconazole Powder,,carevue,
5606,Nutrition Labs,,carevue,
5609,hydroactive gel,,carevue,
5610,BP Q8H,,carevue,
5612,Dexamethasone gtts,,carevue,
5613,Neonatal Morphine PO,,carevue,
5617,vitamin a,,carevue,
5620,Abd US,,carevue,
5621,DSD,,carevue,
5625,Pinps,,carevue,
5626,Vidalyn,,carevue,
5628,head circ.,,carevue,
5629,csm to right hand,,carevue,
5630,DRIVING PRESSURE,,carevue,
5631,High MV alarm.,,carevue,
5632,R BREAST TEMP/COLOR,,carevue,
5633,cyclosporine,,carevue,
5634,Vidalin,,carevue,
5635,Physical therapy,,carevue,
5636,2nd O2 Sat,,carevue,
5637,LeadII cardiac strip,,carevue,
5638,sheath a line,,carevue,
5639,r axilla-bupivacaine,,carevue,
5640,r popliteal bupivace,,carevue,
5641,fer-gen-sol,,carevue,
5642,bupivacaine.1%-axila,,carevue,
5643,bupivacaine.1%-pop,,carevue,
5644,PASSY MUIR/CUFF DOWN,,carevue,
5645,ct dressing,,carevue,
5646,trach ties,,carevue,
5647,trembling,,carevue,
5648,multi-podis boots,,carevue,
5649,PRBCS,,carevue,
5650,WASH ABD--HIBICLENS,,carevue,
5651,High Ve,,carevue,
5652,PICC Attempt,,carevue,
5654,rt art line,,carevue,
5655,Multi podis Boots,,carevue,
5656,phenylephrine,,carevue,
5658,Erythromycin Oint,,carevue,
5659,D5W & 40Gm CaGluc,,carevue,
5660,LYTES,,carevue,
5661,PLTS,,carevue,
5662,lt. lat. decub,,carevue,
5663,hepatitis B vaccine,,carevue,
5664,CHOLEY TUBE,,carevue,
5665,CHOLEY TUBE DRAINAGE,,carevue,
5666,EDEMA,,carevue,
5667,heliox tank pressure,,carevue,
5668,CUFF PRESSURE,,carevue,
5669,gent oint.,,carevue,
5671,r fem art line,,carevue,
5672,icd,,carevue,
5674,vest,,carevue,
5675,High Mv.,,carevue,
5676,RIGHT FEM. ALINE,,carevue,
5677,scrotal ultrasound,,carevue,
5678,bath/ shampoo,,carevue,
5679,RADIAL ABP,,carevue,
5680,RADIAL MAP,,carevue,
5681,umbi hernia measure,,carevue,
5682,Neosynephrine gtts,,carevue,
5683,Hourly PFR,,carevue,
5684,INV#1 Dsg Change [MM],,carevue,
5685,INV#2 Dsg Change [MM],,carevue,
5686,INV#3 Dsg Change [MM],,carevue,
5687,INV#4 Dsg Change [MM],,carevue,
5688,INV#5 Dsg Change [MM],,carevue,
5689,INV#6 Dsg Change [MM],,carevue,
5690,INV#7 Dsg Change [MM],,carevue,
5691,INV#8 Dsg Change [MM],,carevue,
5692,BILI- HCT. RETIC,,carevue,
5693,Left Lateral decub,,carevue,
5694,Abdominal ultrasound,,carevue,
5695,CORTISOL LEVEL 30 MN,,carevue,
5696,p Hi,,carevue,
5697,CORTISOL LEVEL PRE,,carevue,
5698,Vi-Day-Lin,,carevue,
5699,CHROMOSOMES,,carevue,
5700,Gent eye oint,,carevue,
5701,TriViSol,,carevue,
5702,FEM ART MEAN,,carevue,
5703,FEM ART S/D,,carevue,
5704,g-tube flush,,carevue,
5705,j-tube flush,,carevue,
5706,T HIGH,,carevue,
5707,T LOW,,carevue,
5708,MgSO4,,carevue,
5709,TOX SCREEN,,carevue,
5710,inital bath,,carevue,
5711,x-ray,,carevue,
5712,orogastric sxn,,carevue,
5713,incision subpages,,carevue,
5714,CPM MACHINE,,carevue,
5715,gentamycin eye ointt,,carevue,
5716,bed exit alarm,,carevue,
5717,circ.site,,carevue,
5718,PIC,,carevue,
5719,mucumyst,,carevue,
5720,TOTAL BATH,,carevue,
5721,abd lateral,,carevue,
5722,AV fistula T/B,,carevue,
5723,Caffiene Bolus,,carevue,
5724,TEA BAGS TO R EYE.,,carevue,
5725,umbilical,,carevue,
5726,Hi Ve,,carevue,
5727,Hi MV,,carevue,
5728,Solumedrol  mg/kg/hr,,carevue,
5729,bair hugger,,carevue,
5730,hernia repair,,carevue,
5731,FEMORAL ABP MEAN,,carevue,
5732,FEMORAL ABP S/D,,carevue,
5733,granuloma,,carevue,
5735,peri pad chg,,carevue,
5736,inst spir,,carevue,
5737,breast pump,,carevue,
5738,Pericardial flush,,carevue,
5739,NAS assessment,,carevue,
5740,Active ROM RUE/LUE,,carevue,
5741,Passive ROM RUE/LUE,,carevue,
5742,Colostomy Stoma,,carevue,
5743,NT suction,,carevue,
5744,High Exhaled Min vol,,carevue,
5745,Hep flush 10units/cc,,carevue,
5746,HEPARIN DEPEND ANTBY,,carevue,
5747,dobutamine,,carevue,
5748,VItamin A inj.,,carevue,
5749,Percussion per bed,,carevue,
5750,24hr Lytes&Bili,,carevue,
5751,PRBCs,,carevue,
5752,Epinephrin,,carevue,
5753,Calcium Chloride,,carevue,
5754,APNEA TIME,,carevue,
5755,Time Disconnect,,carevue,
5756,PINPS,,carevue,
5757,mucous fistula,,carevue,
5758,MV hi,,carevue,
5759,gentics consult,,carevue,
5760,Bed bath,,carevue,
5761,Chromosomal analysis,,carevue,
5762,rectal tube care,,carevue,
5763,NGT NS FLUSH Q/4HR,,carevue,
5764,driving press,,carevue,
5765,CPR instruction,,carevue,
5766,High mv,,carevue,
5767,trach button,,carevue,
5768,Left nephro. tube,,carevue,
5769,multipodus splints,,carevue,
5770,dexamethasone eye ds,,carevue,
5771,Heliox PSI pressure,,carevue,
5772,FLAP TEMP/COLOR,,carevue,
5773,WAffle Boots,,carevue,
5774,nipple shield used,,carevue,
5775,Decadron nose drops,,carevue,
5776,FEM- ABP,,carevue,
5777,Cyclomydril eye drop,,carevue,
5778,low mv,,carevue,
5779,high    mv,,carevue,
5780,NT SX,,carevue,
5781,Lab results,,carevue,
5782,High Minute Ventilan,,carevue,
5783,aprotinen cc/hr,,carevue,
5784,lab results,,carevue,
5785,Vath,,carevue,
5786,high pressure,,carevue,
5787,t-tube,,carevue,
5788,LLE Cast care,,carevue,
5789,RT. AVF BRUIT/THRILL,,carevue,
5790,Cyclosporine mg/hr,,carevue,
5791,RIGHT FEMORAL A-LINE,,carevue,
5792,left  lower leg cast,,carevue,
5793,DTR,,carevue,
5794,DaPT,,carevue,
5795,URETERAL STENT.,,carevue,
5796,lochia,,carevue,
5797,L FEM ALINE,,carevue,
5798,Ecmo Flows,,carevue,
5799,R LEG ELEVATED,,carevue,
5800,mushroom catheter,,carevue,
5801,high ve            n,,carevue,
5802,HYPEROXYIA TEST,,carevue,
5803,Femoral Sheath Aline,,carevue,
5804,sheath MAP,,carevue,
5805,DOPAMINE MICS/KG/MIN,,carevue,
5806,180 DEGREE TURN,,carevue,
5807,color of toes,,carevue,
5808,Zygris,,carevue,
5809,foely,,carevue,
5810,urine calcium,,carevue,
5811,urine creatinine,,carevue,
5812,Urine lytes,,carevue,
5813,ABP Alarm [Low],,carevue,mmHg
5814,CVP Alarm [Low],,carevue,mmHg
5815,HR Alarm [Low],,carevue,BPM
5816,ICP Alarm [Low],,carevue,mmHg
5817,NBP Alarm [Low],,carevue,mmHg
5818,PAP Alarm [Low],,carevue,mmHg
5819,Resp Alarm [Low],,carevue,BPM
5820,SpO2 Alarm [Low],,carevue,%
5821,TBILI,,carevue,
5822,Auqafor,,carevue,
5823,Bed Percussion,,carevue,
5824,HiMV,,carevue,
5825,Nose Wound,,carevue,
5826,CBC and blood cx,,carevue,
5827,Nystatin Po suspensn,,carevue,
5828,Multipodus Boots,,carevue,
5829,ABG- Io CA,,carevue,
5831,Heparin Flush 10U/cc,,carevue,
5832,DRIVING PRSSR,,carevue,
5833,Lytes.Tbili-ABG,,carevue,
5834,Thoracentesis,,carevue,
5835,Hep B vac,,carevue,
5836,mask/sz,,carevue,
5837,time disc.,,carevue,
5838,jobst bra,,carevue,
5839,eye movements,,carevue,
5841,TPA,,carevue,
5842,Decadron drops,,carevue,
5843,Neosynephrine drops,,carevue,
5844,hep. b,,carevue,
5845,fem art,,carevue,
5846,rigors,,carevue,
5847,MV Hi,,carevue,
5848,disconnect,,carevue,
5849,Hep B vaccination,,carevue,
5850,Home Bipap Unit,,carevue,
5852,Multi-Podus,,carevue,
5853,Elevate L leg,,carevue,
5854,fem aline,,carevue,
5855,t diconnect,,carevue,
5856,icp,,carevue,
5857,aterial line,,carevue,
5858,bedside observer,,carevue,
5859,left eye,,carevue,
5860,Bed side Observer,,carevue,
5861,TED STOCKINGS BILAT,,carevue,
5862,right leg bruit,,carevue,
5863,Opthamology consult,,carevue,
5864,ostomy,,carevue,
5865,APRV Pressure High,,carevue,
5866,APRV Pressure Low,,carevue,
5867,APRV Time High,,carevue,
5868,APRV Time low,,carevue,
5869,ATC on,,carevue,
5870,HOME VENT,,carevue,
5871,SIZURE PADS,,carevue,
5872,Inner canula,,carevue,
5873,Vanco trough,,carevue,
5874,High min. vent,,carevue,
5875,UA/UVC placement,,carevue,
5876,bun,,carevue,
5877,LFT's,,carevue,
5879,Right Arm Cellulitis,,carevue,
5880,low rr,,carevue,
5883,desitin prn,,carevue,
5884,Ranitidine pg,,carevue,
5885,Lytes-ABG-Bili,,carevue,
5886,GlycerineSuppository,,carevue,
5887,Gentamicin Opthalmic,,carevue,
5889,Bladder cath,,carevue,
5890,dulc.supp andenema,,carevue,
5891,SSE,,carevue,
5892,tpa mg/hr,,carevue,
5893,NGT lavage,,carevue,
5894,perit/bladder pressu,,carevue,
5895,Abduction Wedge,,carevue,
5896,VEN0US O2 SAT,,carevue,
5897,Baptize,,carevue,
5898,urine na,,carevue,
5899,Triple Antibx Oint,,carevue,
5900,Xeroform Dsg,,carevue,
5901,Lytes-Bili,,carevue,
5902,yi MV,,carevue,
5903,abdomenal incision,,carevue,
5904,02 Tubing Present,,carevue,
5905,Alarms Checked,,carevue,
5906,Analgesic,,carevue,
5907,Bag and Mask Present,,carevue,
5908,Feeding Label Match,,carevue,
5909,ID band(s) on,,carevue,
5911,L&D bands(s) on,,carevue,
5912,Sx Equip Functioning,,carevue,
5913,Tolerated new med?,,carevue,
5914,zz Equip Functioning,,carevue,
5916,zz tubing present,,carevue,
5919,zzg and Mask Present,,carevue,
5920,passymuir valve,,carevue,
5921,ABDOMINAL BINDER,,carevue,
5922,bleedig at meatus,,carevue,
5923,GI #2 guiac,,carevue,
5924,Afrin Nasal Drops,,carevue,
5925,Abdominal Hernia,,carevue,
5926,right arm sling,,carevue,
5927,NAS score,,carevue,
5928,circumcison site,,carevue,
5929,180 Degree rotation,,carevue,
5930,VALPROA 50-100 UG/ML,,carevue,
5931,ECMO,,carevue,
5932,PMV.,,carevue,
5933,Triple Abx ointment,,carevue,
5934,R arm sensation,,carevue,
5935,L Hand Grasp,,carevue,
5936,R Hand Grasp,,carevue,
5937,ecmo l/min,,carevue,
5938,lvad svr,,carevue,
5939,Lumbar drain,,carevue,
5940,Ileostomy care,,carevue,
5941,Feeding Team Eval,,carevue,
5942,HIGH VT,,carevue,
5943,sigh breath,,carevue,
5944,I-Time,,carevue,
5945,Continuous Neb,,carevue,
5946,PIC Line placement,,carevue,
5947,NEBS,,carevue,
5948,Heb B,,carevue,
5949,ivp,,carevue,
5950,NO PPM,,carevue,
5951,NO tank pr,,carevue,
5952,nitric oxide,,carevue,
5953,CRITICAID,,carevue,
5954,ileostomy appearance,,carevue,
5955,Analyzed INOV FiO2,,carevue,
5956,Cardiologist visit,,carevue,
5957,Cyclopentolate 1%,,carevue,
5958,R) LE,,carevue,
5959,scalp,,carevue,
5960,vitamin A,,carevue,
5961,PT Eval,,carevue,
5962,Spironolactone,,carevue,
5963,ceftaxime,,carevue,
5964,Autopeep,,carevue,
5965,Vitamin A injections,,carevue,
5966,Continuous EEG q1hr,,carevue,
5967,PROM,,carevue,
5968,AF fistula T/B,,carevue,
5969,IV infiltrate,,carevue,
5970,LYTES- BILI,,carevue,
5971,LYTES-BILI,,carevue,
5972,fetal heartrate,,carevue,
5973,R hand infiltrate,,carevue,
5974,Nitric Dioxide,,carevue,
5975,O2% on INOvent,,carevue,
5976,lab draw,,carevue,
5977,labs drawn,,carevue,
5978,qtc,,carevue,
5979,NITRIOUS OXIDE,,carevue,
5980,INO TANK PRESS,,carevue,
5981,L FEM ART BP,,carevue,
5982,Triple antibx oint.,,carevue,
5983,Fungal Blood cx,,carevue,
5984,TSH NML(0.27-4.2),,carevue,
5986,AV fistula bruit,,carevue,
5987,Abd drsg change,,carevue,
5988,AV Fistula Thrill,,carevue,
5989,Right heel drsg chae,,carevue,
5991,CVL,,carevue,
5992,Surgical site,,carevue,
5993,Peak exp flow rate,,carevue,
5994,Hi min vol,,carevue,
5995,Peak flow post tx.,,carevue,
5996,T discon,,carevue,
5997,HEPA FILTER,,carevue,
5998,meds,,carevue,
5999,prone/supine,,carevue,
6000,HIGH MIN VOL.,,carevue,
6001,Rebound bili,,carevue,
6002,Desitin prn,,carevue,
6003,ph level,,carevue,
6004,fundus check,,carevue,
6005,Security Guard,,carevue,
6006,peripad,,carevue,
6007,badbath,,carevue,
6008,SPUTUM INDUCTION,,carevue,
6009,pictures taken,,carevue,
6010,P-Lo,,carevue,
6011,P Hi,,carevue,
6012,T-Hi,,carevue,
6013,T-Lo,,carevue,
6014,PHENYFREE (1.0-2.0),,carevue,
6015,Triple abx.,,carevue,
6016,Neo Bili,,carevue,
6017,metabolic labs,,carevue,
6018,PIC line placed,,carevue,
6019,Left arm Edema,,carevue,
6020,gent peak/trough,,carevue,
6021,(R) nephrostomy,,carevue,
6022,Critic Aide,,carevue,
6023,AV FISTULA,,carevue,
6024,venous o2 sat,,carevue,
6025,Mineral oil,,carevue,
6026,NECKJP/DRAINAGE/SITE,,carevue,
6027,thrush,,carevue,
6028,abdominal girth,,carevue,
6029,uac/uvc placement,,carevue,
6030,Face,,carevue,
6031,PADS/NECK INCISION.,,carevue,
6032,TRACH CUFF TAKENDOWN,,carevue,
6033,wound care,,carevue,
6034,EPOGEN,,carevue,
6035,Urinalysis sent,,carevue,
6036,Blocked tear duct,,carevue,
6037,ilex,,carevue,
6038,Pediarix vaccine,,carevue,
6039,Bath.,,carevue,
6041,hi Ve,,carevue,
6042,VIDALYN,,carevue,
6043,surface cultures,,carevue,
6044,Trn of 4,,carevue,
6045,1-10 ML 20% MUCOMYST,,carevue,
6046,Gentamicin ointment,,carevue,
6047,Hi insp press,,carevue,
6048,right armpit,,carevue,
6049,pediarix,,carevue,
6050,Pediarix Vaccination,,carevue,
6051,Pediarix,,carevue,
6052,Neonatal bili- lytes,,carevue,
